2019-08-26 15:05:20.036 [http-nio-8080-exec-7] [DEBUG]  org.n3r.eql.trans.SimpleDataSource:591 - Created connection 1084570638.
2019-08-26 15:47:37.994 [http-nio-8080-exec-4] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getUserById.eval:110 - select * from sys_user where user_id = '1164460514286374912'
2019-08-26 15:47:38.004 [http-nio-8080-exec-4] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getUserById.result:22 - SysUser(userId=1164460514286374912, userName=zhong1, phone=18260631671, email=null, password=1f7c7faa0be82af57f3ba308843072ca6e57f66105a0b06017528044ff3a7ce9, salt=4694e56b4d8db9896eb50b9f8b42d4a1, locked=0, roles=[], perms=null, createTime=2019-08-23T00:53:17.000+08:00, updateTime=2019-08-23T00:53:17.000+08:00)
2019-08-26 15:47:38.006 [http-nio-8080-exec-4] [DEBUG]  org.n3r.eql.trans.SimpleDataSource:539 - Returned connection 1833531764 to pool.
2019-08-26 15:47:38.009 [http-nio-8080-exec-4] [DEBUG]  org.n3r.eql.trans.SimpleDataSource:575 - Checked out connection 1833531764 from pool.
2019-08-26 15:47:38.010 [http-nio-8080-exec-4] [DEBUG]  e.c.e.a.dao.UserDaoImpl.eql.getAllRoles.prepare:116 - select ur.role_id, r.role_name, r.role_desc, r.available FROM user_role ur left join role r on ur.role_id=r.role_id where ur.user_id=?
2019-08-26 15:47:38.011 [http-nio-8080-exec-4] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getAllRoles.params:103 - [1164460514286374912]
2019-08-26 15:47:38.012 [http-nio-8080-exec-4] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getAllRoles.eval:110 - select ur.role_id, r.role_name, r.role_desc, r.available FROM user_role ur left join role r on ur.role_id=r.role_id where ur.user_id='1164460514286374912'
2019-08-26 15:47:38.017 [http-nio-8080-exec-4] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getAllRoles.result:48 - total 2 rows: [Role(roleId=1, roleName=role1, roleDesc=desc1, available=1), Role(roleId=2, roleName=role2, roleDesc=desc2, available=1)]
2019-08-26 15:47:38.020 [http-nio-8080-exec-4] [DEBUG]  org.n3r.eql.trans.SimpleDataSource:539 - Returned connection 1833531764 to pool.
2019-08-26 15:47:38.022 [http-nio-8080-exec-4] [DEBUG]  org.n3r.eql.trans.SimpleDataSource:575 - Checked out connection 1833531764 from pool.
2019-08-26 15:47:38.024 [http-nio-8080-exec-4] [DEBUG]  e.c.e.a.dao.UserDaoImpl.eql.getAllPerms.prepare:116 - select p.perm_id, p.perm_name, p.perm_desc FROM user_role ur left join role_perm rp on ur.role_id=rp.role_id inner join perm p on rp.perm_id=p.perm_id WHERE ur.user_id=?
2019-08-26 15:47:38.026 [http-nio-8080-exec-4] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getAllPerms.params:103 - [1164460514286374912]
2019-08-26 15:47:38.027 [http-nio-8080-exec-4] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getAllPerms.eval:110 - select p.perm_id, p.perm_name, p.perm_desc FROM user_role ur left join role_perm rp on ur.role_id=rp.role_id inner join perm p on rp.perm_id=p.perm_id WHERE ur.user_id='1164460514286374912'
2019-08-26 15:47:38.033 [http-nio-8080-exec-4] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getAllPerms.result:48 - total 4 rows: [Perm(permId=11, permName=user:create, permDesc=user:create, available=null), Perm(permId=12, permName=user:update, permDesc=user:update, available=null), Perm(permId=13, permName=user:delete, permDesc=user:delete, available=null), Perm(permId=14, permName=user:view, permDesc=user:view, available=null)]
2019-08-26 15:47:38.035 [http-nio-8080-exec-4] [DEBUG]  org.n3r.eql.trans.SimpleDataSource:539 - Returned connection 1833531764 to pool.
2019-08-26 15:48:02.608 [http-nio-8080-exec-7] [DEBUG]  org.n3r.eql.trans.SimpleDataSource:575 - Checked out connection 1833531764 from pool.
2019-08-26 15:48:02.611 [http-nio-8080-exec-7] [DEBUG]  e.c.e.a.dao.UserDaoImpl.eql.getUserById.prepare:116 - select * from sys_user where user_id = ?
2019-08-26 15:48:02.612 [http-nio-8080-exec-7] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getUserById.params:103 - [1164460514286374912]
2019-08-26 15:48:02.613 [http-nio-8080-exec-7] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getUserById.eval:110 - select * from sys_user where user_id = '1164460514286374912'
2019-08-26 15:48:02.618 [http-nio-8080-exec-7] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getUserById.result:22 - SysUser(userId=1164460514286374912, userName=zhong1, phone=18260631671, email=null, password=1f7c7faa0be82af57f3ba308843072ca6e57f66105a0b06017528044ff3a7ce9, salt=4694e56b4d8db9896eb50b9f8b42d4a1, locked=0, roles=[], perms=null, createTime=2019-08-23T00:53:17.000+08:00, updateTime=2019-08-23T00:53:17.000+08:00)
2019-08-26 15:48:02.620 [http-nio-8080-exec-7] [DEBUG]  org.n3r.eql.trans.SimpleDataSource:539 - Returned connection 1833531764 to pool.
2019-08-26 15:48:02.623 [http-nio-8080-exec-7] [DEBUG]  org.n3r.eql.trans.SimpleDataSource:575 - Checked out connection 1833531764 from pool.
2019-08-26 15:48:02.624 [http-nio-8080-exec-7] [DEBUG]  e.c.e.a.dao.UserDaoImpl.eql.getAllRoles.prepare:116 - select ur.role_id, r.role_name, r.role_desc, r.available FROM user_role ur left join role r on ur.role_id=r.role_id where ur.user_id=?
2019-08-26 15:48:02.625 [http-nio-8080-exec-7] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getAllRoles.params:103 - [1164460514286374912]
2019-08-26 15:48:02.626 [http-nio-8080-exec-7] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getAllRoles.eval:110 - select ur.role_id, r.role_name, r.role_desc, r.available FROM user_role ur left join role r on ur.role_id=r.role_id where ur.user_id='1164460514286374912'
2019-08-26 15:48:02.632 [http-nio-8080-exec-7] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getAllRoles.result:48 - total 2 rows: [Role(roleId=1, roleName=role1, roleDesc=desc1, available=1), Role(roleId=2, roleName=role2, roleDesc=desc2, available=1)]
2019-08-26 15:48:02.634 [http-nio-8080-exec-7] [DEBUG]  org.n3r.eql.trans.SimpleDataSource:539 - Returned connection 1833531764 to pool.
2019-08-26 15:48:02.636 [http-nio-8080-exec-7] [DEBUG]  org.n3r.eql.trans.SimpleDataSource:575 - Checked out connection 1833531764 from pool.
2019-08-26 15:48:02.638 [http-nio-8080-exec-7] [DEBUG]  e.c.e.a.dao.UserDaoImpl.eql.getAllPerms.prepare:116 - select p.perm_id, p.perm_name, p.perm_desc FROM user_role ur left join role_perm rp on ur.role_id=rp.role_id inner join perm p on rp.perm_id=p.perm_id WHERE ur.user_id=?
2019-08-26 15:48:02.639 [http-nio-8080-exec-7] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getAllPerms.params:103 - [1164460514286374912]
2019-08-26 15:48:02.640 [http-nio-8080-exec-7] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getAllPerms.eval:110 - select p.perm_id, p.perm_name, p.perm_desc FROM user_role ur left join role_perm rp on ur.role_id=rp.role_id inner join perm p on rp.perm_id=p.perm_id WHERE ur.user_id='1164460514286374912'
2019-08-26 15:48:02.646 [http-nio-8080-exec-7] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getAllPerms.result:48 - total 4 rows: [Perm(permId=11, permName=user:create, permDesc=user:create, available=null), Perm(permId=12, permName=user:update, permDesc=user:update, available=null), Perm(permId=13, permName=user:delete, permDesc=user:delete, available=null), Perm(permId=14, permName=user:view, permDesc=user:view, available=null)]
2019-08-26 15:48:02.648 [http-nio-8080-exec-7] [DEBUG]  org.n3r.eql.trans.SimpleDataSource:539 - Returned connection 1833531764 to pool.
2019-08-26 15:48:04.661 [http-nio-8080-exec-10] [DEBUG]  org.n3r.eql.trans.SimpleDataSource:575 - Checked out connection 1833531764 from pool.
2019-08-26 15:48:04.664 [http-nio-8080-exec-10] [DEBUG]  e.c.e.a.dao.UserDaoImpl.eql.getUserById.prepare:116 - select * from sys_user where user_id = ?
2019-08-26 15:48:04.665 [http-nio-8080-exec-10] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getUserById.params:103 - [1164460514286374912]
2019-08-26 15:48:04.665 [http-nio-8080-exec-10] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getUserById.eval:110 - select * from sys_user where user_id = '1164460514286374912'
2019-08-26 15:48:04.669 [http-nio-8080-exec-10] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getUserById.result:22 - SysUser(userId=1164460514286374912, userName=zhong1, phone=18260631671, email=null, password=1f7c7faa0be82af57f3ba308843072ca6e57f66105a0b06017528044ff3a7ce9, salt=4694e56b4d8db9896eb50b9f8b42d4a1, locked=0, roles=[], perms=null, createTime=2019-08-23T00:53:17.000+08:00, updateTime=2019-08-23T00:53:17.000+08:00)
2019-08-26 15:48:04.670 [http-nio-8080-exec-10] [DEBUG]  org.n3r.eql.trans.SimpleDataSource:539 - Returned connection 1833531764 to pool.
2019-08-26 15:48:04.673 [http-nio-8080-exec-10] [DEBUG]  org.n3r.eql.trans.SimpleDataSource:575 - Checked out connection 1833531764 from pool.
2019-08-26 15:48:04.675 [http-nio-8080-exec-10] [DEBUG]  e.c.e.a.dao.UserDaoImpl.eql.getAllRoles.prepare:116 - select ur.role_id, r.role_name, r.role_desc, r.available FROM user_role ur left join role r on ur.role_id=r.role_id where ur.user_id=?
2019-08-26 15:48:04.675 [http-nio-8080-exec-10] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getAllRoles.params:103 - [1164460514286374912]
2019-08-26 15:48:04.676 [http-nio-8080-exec-10] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getAllRoles.eval:110 - select ur.role_id, r.role_name, r.role_desc, r.available FROM user_role ur left join role r on ur.role_id=r.role_id where ur.user_id='1164460514286374912'
2019-08-26 15:48:04.678 [http-nio-8080-exec-10] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getAllRoles.result:48 - total 2 rows: [Role(roleId=1, roleName=role1, roleDesc=desc1, available=1), Role(roleId=2, roleName=role2, roleDesc=desc2, available=1)]
2019-08-26 15:48:04.681 [http-nio-8080-exec-10] [DEBUG]  org.n3r.eql.trans.SimpleDataSource:539 - Returned connection 1833531764 to pool.
2019-08-26 15:48:04.682 [http-nio-8080-exec-10] [DEBUG]  org.n3r.eql.trans.SimpleDataSource:575 - Checked out connection 1833531764 from pool.
2019-08-26 15:48:04.684 [http-nio-8080-exec-10] [DEBUG]  e.c.e.a.dao.UserDaoImpl.eql.getAllPerms.prepare:116 - select p.perm_id, p.perm_name, p.perm_desc FROM user_role ur left join role_perm rp on ur.role_id=rp.role_id inner join perm p on rp.perm_id=p.perm_id WHERE ur.user_id=?
2019-08-26 15:48:04.685 [http-nio-8080-exec-10] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getAllPerms.params:103 - [1164460514286374912]
2019-08-26 15:48:04.685 [http-nio-8080-exec-10] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getAllPerms.eval:110 - select p.perm_id, p.perm_name, p.perm_desc FROM user_role ur left join role_perm rp on ur.role_id=rp.role_id inner join perm p on rp.perm_id=p.perm_id WHERE ur.user_id='1164460514286374912'
2019-08-26 15:48:04.689 [http-nio-8080-exec-10] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getAllPerms.result:48 - total 4 rows: [Perm(permId=11, permName=user:create, permDesc=user:create, available=null), Perm(permId=12, permName=user:update, permDesc=user:update, available=null), Perm(permId=13, permName=user:delete, permDesc=user:delete, available=null), Perm(permId=14, permName=user:view, permDesc=user:view, available=null)]
2019-08-26 15:48:04.690 [http-nio-8080-exec-10] [DEBUG]  org.n3r.eql.trans.SimpleDataSource:539 - Returned connection 1833531764 to pool.
2019-08-26 16:26:53.684 [http-nio-8080-exec-1] [DEBUG]  org.n3r.eql.trans.SimpleDataSource:591 - Created connection 599781449.
2019-08-26 16:26:53.688 [http-nio-8080-exec-1] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getUser.prepare:116 - select * from sys_user where user_name=? or phone=? or email=?
2019-08-26 16:26:53.716 [http-nio-8080-exec-1] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getUser.params:103 - [zhong1, zhong1, zhong1]
2019-08-26 16:26:53.716 [http-nio-8080-exec-1] [DEBUG]  e.c.example.album.dao.UserDaoImpl.eql.getUser.eval:110 - select * from sys_user where user_name='zhong1' or phone='zhong1' or email='zhong1'
2019-08-26 16:26:53.839 [http-nio-8080-exec-1] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getUser.result:22 - SysUser(userId=1164460514286374912, userName=zhong1, phone=18260631671, email=null, password=1f7c7faa0be82af57f3ba308843072ca6e57f66105a0b06017528044ff3a7ce9, salt=4694e56b4d8db9896eb50b9f8b42d4a1, locked=0, roles=[], perms=null, createTime=2019-08-23T00:53:17.000+08:00, updateTime=2019-08-23T00:53:17.000+08:00)
2019-08-26 16:26:53.842 [http-nio-8080-exec-1] [DEBUG]  org.n3r.eql.trans.SimpleDataSource:539 - Returned connection 599781449 to pool.
2019-08-26 16:26:53.946 [http-nio-8080-exec-1] [DEBUG]  org.n3r.eql.trans.SimpleDataSource:575 - Checked out connection 599781449 from pool.
2019-08-26 16:26:53.948 [http-nio-8080-exec-1] [DEBUG]  e.c.e.a.dao.UserDaoImpl.eql.getUserById.prepare:116 - select * from sys_user where user_id = ?
2019-08-26 16:26:53.949 [http-nio-8080-exec-1] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getUserById.params:103 - [1164460514286374912]
2019-08-26 16:26:53.951 [http-nio-8080-exec-1] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getUserById.eval:110 - select * from sys_user where user_id = '1164460514286374912'
2019-08-26 16:26:53.955 [http-nio-8080-exec-1] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getUserById.result:22 - SysUser(userId=1164460514286374912, userName=zhong1, phone=18260631671, email=null, password=1f7c7faa0be82af57f3ba308843072ca6e57f66105a0b06017528044ff3a7ce9, salt=4694e56b4d8db9896eb50b9f8b42d4a1, locked=0, roles=[], perms=null, createTime=2019-08-23T00:53:17.000+08:00, updateTime=2019-08-23T00:53:17.000+08:00)
2019-08-26 16:26:53.956 [http-nio-8080-exec-1] [DEBUG]  org.n3r.eql.trans.SimpleDataSource:539 - Returned connection 599781449 to pool.
2019-08-26 16:26:53.959 [http-nio-8080-exec-1] [DEBUG]  org.n3r.eql.trans.SimpleDataSource:575 - Checked out connection 599781449 from pool.
2019-08-26 16:26:53.961 [http-nio-8080-exec-1] [DEBUG]  e.c.e.a.dao.UserDaoImpl.eql.getAllRoles.prepare:116 - select ur.role_id, r.role_name, r.role_desc, r.available FROM user_role ur left join role r on ur.role_id=r.role_id where ur.user_id=?
2019-08-26 16:26:53.962 [http-nio-8080-exec-1] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getAllRoles.params:103 - [1164460514286374912]
2019-08-26 16:26:53.963 [http-nio-8080-exec-1] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getAllRoles.eval:110 - select ur.role_id, r.role_name, r.role_desc, r.available FROM user_role ur left join role r on ur.role_id=r.role_id where ur.user_id='1164460514286374912'
2019-08-26 16:26:53.975 [http-nio-8080-exec-1] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getAllRoles.result:48 - total 2 rows: [Role(roleId=1, roleName=role1, roleDesc=desc1, available=1), Role(roleId=2, roleName=role2, roleDesc=desc2, available=1)]
2019-08-26 16:26:53.978 [http-nio-8080-exec-1] [DEBUG]  org.n3r.eql.trans.SimpleDataSource:539 - Returned connection 599781449 to pool.
2019-08-26 16:26:53.979 [http-nio-8080-exec-1] [DEBUG]  org.n3r.eql.trans.SimpleDataSource:575 - Checked out connection 599781449 from pool.
2019-08-26 16:26:53.981 [http-nio-8080-exec-1] [DEBUG]  e.c.e.a.dao.UserDaoImpl.eql.getAllPerms.prepare:116 - select p.perm_id, p.perm_name, p.perm_desc FROM user_role ur left join role_perm rp on ur.role_id=rp.role_id inner join perm p on rp.perm_id=p.perm_id WHERE ur.user_id=?
2019-08-26 16:26:53.982 [http-nio-8080-exec-1] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getAllPerms.params:103 - [1164460514286374912]
2019-08-26 16:26:53.982 [http-nio-8080-exec-1] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getAllPerms.eval:110 - select p.perm_id, p.perm_name, p.perm_desc FROM user_role ur left join role_perm rp on ur.role_id=rp.role_id inner join perm p on rp.perm_id=p.perm_id WHERE ur.user_id='1164460514286374912'
2019-08-26 16:26:53.992 [http-nio-8080-exec-1] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getAllPerms.result:48 - total 4 rows: [Perm(permId=11, permName=user:create, permDesc=user:create, available=null), Perm(permId=12, permName=user:update, permDesc=user:update, available=null), Perm(permId=13, permName=user:delete, permDesc=user:delete, available=null), Perm(permId=14, permName=user:view, permDesc=user:view, available=null)]
2019-08-26 16:26:53.994 [http-nio-8080-exec-1] [DEBUG]  org.n3r.eql.trans.SimpleDataSource:539 - Returned connection 599781449 to pool.
2019-08-26 16:29:35.718 [http-nio-8080-exec-5] [DEBUG]  org.n3r.eql.trans.SimpleDataSource:575 - Checked out connection 599781449 from pool.
2019-08-26 16:29:35.728 [http-nio-8080-exec-5] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getUser.prepare:116 - select * from sys_user where user_name=? or phone=? or email=?
2019-08-26 16:29:35.730 [http-nio-8080-exec-5] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getUser.params:103 - [zhong1, zhong1, zhong1]
2019-08-26 16:29:35.731 [http-nio-8080-exec-5] [DEBUG]  e.c.example.album.dao.UserDaoImpl.eql.getUser.eval:110 - select * from sys_user where user_name='zhong1' or phone='zhong1' or email='zhong1'
2019-08-26 16:29:35.746 [http-nio-8080-exec-5] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getUser.result:22 - SysUser(userId=1164460514286374912, userName=zhong1, phone=18260631671, email=null, password=1f7c7faa0be82af57f3ba308843072ca6e57f66105a0b06017528044ff3a7ce9, salt=4694e56b4d8db9896eb50b9f8b42d4a1, locked=0, roles=[], perms=null, createTime=2019-08-23T00:53:17.000+08:00, updateTime=2019-08-23T00:53:17.000+08:00)
2019-08-26 16:29:35.749 [http-nio-8080-exec-5] [DEBUG]  org.n3r.eql.trans.SimpleDataSource:539 - Returned connection 599781449 to pool.
2019-08-26 16:29:35.763 [http-nio-8080-exec-5] [DEBUG]  org.n3r.eql.trans.SimpleDataSource:575 - Checked out connection 599781449 from pool.
2019-08-26 16:29:35.766 [http-nio-8080-exec-5] [DEBUG]  e.c.e.a.dao.UserDaoImpl.eql.getUserById.prepare:116 - select * from sys_user where user_id = ?
2019-08-26 16:29:35.767 [http-nio-8080-exec-5] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getUserById.params:103 - [1164460514286374912]
2019-08-26 16:29:35.768 [http-nio-8080-exec-5] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getUserById.eval:110 - select * from sys_user where user_id = '1164460514286374912'
2019-08-26 16:29:35.771 [http-nio-8080-exec-5] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getUserById.result:22 - SysUser(userId=1164460514286374912, userName=zhong1, phone=18260631671, email=null, password=1f7c7faa0be82af57f3ba308843072ca6e57f66105a0b06017528044ff3a7ce9, salt=4694e56b4d8db9896eb50b9f8b42d4a1, locked=0, roles=[], perms=null, createTime=2019-08-23T00:53:17.000+08:00, updateTime=2019-08-23T00:53:17.000+08:00)
2019-08-26 16:29:35.773 [http-nio-8080-exec-5] [DEBUG]  org.n3r.eql.trans.SimpleDataSource:539 - Returned connection 599781449 to pool.
2019-08-26 16:29:35.774 [http-nio-8080-exec-5] [DEBUG]  org.n3r.eql.trans.SimpleDataSource:575 - Checked out connection 599781449 from pool.
2019-08-26 16:29:35.776 [http-nio-8080-exec-5] [DEBUG]  e.c.e.a.dao.UserDaoImpl.eql.getAllRoles.prepare:116 - select ur.role_id, r.role_name, r.role_desc, r.available FROM user_role ur left join role r on ur.role_id=r.role_id where ur.user_id=?
2019-08-26 16:29:35.776 [http-nio-8080-exec-5] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getAllRoles.params:103 - [1164460514286374912]
2019-08-26 16:29:35.777 [http-nio-8080-exec-5] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getAllRoles.eval:110 - select ur.role_id, r.role_name, r.role_desc, r.available FROM user_role ur left join role r on ur.role_id=r.role_id where ur.user_id='1164460514286374912'
2019-08-26 16:29:35.785 [http-nio-8080-exec-5] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getAllRoles.result:48 - total 2 rows: [Role(roleId=1, roleName=role1, roleDesc=desc1, available=1), Role(roleId=2, roleName=role2, roleDesc=desc2, available=1)]
2019-08-26 16:29:35.786 [http-nio-8080-exec-5] [DEBUG]  org.n3r.eql.trans.SimpleDataSource:539 - Returned connection 599781449 to pool.
2019-08-26 16:29:35.787 [http-nio-8080-exec-5] [DEBUG]  org.n3r.eql.trans.SimpleDataSource:575 - Checked out connection 599781449 from pool.
2019-08-26 16:29:35.789 [http-nio-8080-exec-5] [DEBUG]  e.c.e.a.dao.UserDaoImpl.eql.getAllPerms.prepare:116 - select p.perm_id, p.perm_name, p.perm_desc FROM user_role ur left join role_perm rp on ur.role_id=rp.role_id inner join perm p on rp.perm_id=p.perm_id WHERE ur.user_id=?
2019-08-26 16:29:35.789 [http-nio-8080-exec-5] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getAllPerms.params:103 - [1164460514286374912]
